meta,id,tweet,sentiment,emotion
meta,5433, haram khor log ulta chor kotowal ko dantey  Mulk torney ki bat kerney waley ko or phulon ke har pehn    ,negative,disgust
meta,23492,   army  Fin Also Stade de France is preparing for the   so beautiful  See their post on Instagram   ,positive,joy
meta,13515, Jai shree ram Jarurat nahi aandolan ki Guruji Modi h to Mumkinn h Pls trust our PM,positive,joy
meta,34678,Phir se lut chalu ho gaya Bjp walo tumhe kuch chut mil raha hai ya nahi Milna to chahiye q ki   ,neutral,others
meta,11310, Jinko khud Nahi pta ki RamcharitManas kya hai wo bhej rahe h BJP neta ko phle khud samjhna Chahiye f   ,neutral,disgust
meta,27883,Abe yhi hai ram rajya kya Jisme sbhi sale harami ho Jo sale itne berahm se maar rhe ho Modi dekhna be sale tere    ,negative,anger
meta,16679,  hs Maybe Ill faing and I wont feel a thing,neutral,others
meta,26920,Duniya me dil koi kabhi na dadka hota Dadkha hai dil a yar mil ye pyar ka izhar hai Kaho na pyar hai Do premi do p    ,neutral,others
meta,35982,Im poor poorever happy kase God is with me ,negative,others
meta,14603,Madam  ji we always miss you as a  videsh  mantri,positive,sadness
meta,37801,  sharma  Saw the episodeNice one sirMaan gaye yaar   sharma sir aap bahut himmat wa   ,positive,joy
meta,18824, Happy Birthday Doctor sahab  bhagwaan aapko khush or swasth rkhe or aap hme aise hi apni creativity se hansaate rhe ,positive,joy
meta,21543, Teri kimat dokodi ki ho gayi  amit shah will capture telegana soon  kcr will resign ,negative,disgust
meta,19116,  ek bhe poj bhai wala mahe hai sab chipka ker rakhy hai yeh bhai bahen ka pyar hai   ,positive,others
meta,44557, Mamta Banerjee na Jane ho kyA Hai tumko ye desh Ram Ka Hai  JaiShriRam haar Ka ghum m dubi ho bus b   ,negative,surprise
meta,2359, Still far better than MMS govt  so if u  so   with numbers and economy  can u share your   ,neutral,others
meta,1445,  chanda make a gentle and nice relation with someone  life me kisi k sahare ki zarort parti ha,neutral,others
meta,5440,  chanda should i hope fr the best  D,neutral,others
meta,7229,Woo hoo Cricket World Cup starts today  Good luck to hosts  in the tournament  hope for a good st    ,neutral,others
meta,27364, Family background ka keh ni sqtai cause kaee ldkiyan fake naam sai ids banati h n pics upload krti bina ghr walu ki ijazat k ,neutral,sadness
meta,40382,  Mp sahab dr manoj rajoriya g ko Jeet ki haardik subhkamnaye,positive,joy
meta,27897,Koi apna nahi ghum k maare murdered raped fucked shredded to bits hai hum ,negative,fear
meta,35758,Back to 100 again  KARATE CHOPPED THAT COLD QUICKLYFeels good to FEEL GOOD  waaaaag ,positive,joy
meta,38461,   Sadji kisi ne bheja h apke liye  ,neutral,others
meta,32467,  gadkari Sir badhai ho Sir Agra ke meyar ko smjhao kuch kare  Modiji Raj is  RAMRAJ  BUT   ,positive,joy
meta,33309,  This painting has 40 famous Indian ads hidden in it1 Which is tne favourite symbol of an ad you can spot  2 Anyone k ,neutral,others
meta,10989,I  m so fckn pist I lost my damn YSL shades,negative,sadness
meta,18753,I give Araki a lot of credit for how kuch detail and work goes to making his characters Then again hes been at it    ,positive,others
meta,25483,modi ji ye sab to hota rahega lekin pehle Ram mandir banawao  Dhara 370 hatao  Hindurastra ghosit karwao  Logo   ,positive,others
meta,13396, Pagol kuute ke samne roti dalna sahi nahi hai yeh sholay me thakur saab bolke geye the logbog 50 saal p    ,positive,others
meta,7897,  IM SO PROUD OF YOU   I LOVE YOU    to you  all your homies   ,positive,joy
meta,26915,Muslims muslims muslims jab musalmaano ko hi unki khudki izzat ki khud ke desh ki khud ke hone ki khud ki naslo ki    ,negative,sadness
meta,8238, Hadd hai kamine pan ki Aapko pata hai Ye kev  jail  gaya hai Ye bina order ke railway platform pa   ,negative,anger
meta,28701,  Its not vishwas that u guys want  Its Modiji that u dont want  Even if God comes and tel   ,negative,others
meta,40128, Party and candidates nahi dekhe hoge bas modi ko jitana hey kar ke vote diye,neutral,others
meta,14505,  Nhi g Ham AP ki trha nhi he ptwari ki olad ham Pakistani he aur Pakistan sy pyar krtyH   ,positive,joy
meta,22273,    Tum kabhi nahi sudhroge fact check fir bat kar chutiye,negative,anger
meta,35558, Jai Shri Ram haZ turned out to be the Vande Mataram of the day       ,neutral,joy
meta,8199, best wishes for world cup and Eid Mubarak to you from MUZAFFAR Hasan National general secretary LJP    ,neutral,joy
meta,2144, Aarthik madad nahi wo Pakistan ki aawam ka hak thaAur yeh RSS ke propoganda publication apne pas hi rakho,neutral,others
meta,23844,Ye kaafi hai ki ham dushman nahin hain Wafadari ka daawa kyun karen ham  thinking about Something,neutral,others
meta,8910,  Actually inke pass ab naaz karne ke liye kuch bacha hi nahi hai to haqikat pasand ban   ,negative,sadness
meta,33576,  No one Me tryna find the perfect watermelon   ,neutral,others
meta,28206,   match zaror dekhna dukh phr jhalna ye khel hai talent ka na parchiyo ka baserra,neutral,others
meta,32666, He sort of like caused my love for Pomeranians  here is a picture of her with her chew toy in her litt    ,positive,joy
meta,26044,  awwwie thank you Laugood morning ,positive,joy
meta,19034,  You mean our problem was being democratic  Vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga hai ,negative,others
meta,13152,Greetings to dearest friend shri  ji on their birthday maa aashapura bless you with lots of love happ   ,positive,joy
meta,17992,   wonda In this month of Ramadan all my positive heart desires and prayers for my family and friends will be grantedInsha Allah ,positive,joy
meta,23129,   marwaadi Roshan Oye Roshan meh JCB ki khudai dekh k aaya Roshan   ,neutral,others
meta,15581,        all d other   ,neutral,others
meta,8604,   spotter  Ye sirf pauranik kathaon mein payi jaati thi Vaastavikta se iska koi sambandh nahi hai,neutral,others
meta,20097,  BJP leader Vishwas Sarang in Bhopal Tabaadla udyog Congress ki sarkar mein phal raha hai vidhayak is vyapar ke kendrabindu par h ,neutral,sadness
meta,5225,  Tum apny Indian ki fikkar Karo Pakistan ko hum khud dykh lyngyMukti bahini 2 nahi ban   ,neutral,others
meta,31039,  Up ki sarkar jiski bunyaad pe tiki h wo aaj apneMukaam pe pahunch gayi  laghusanka ki deri h fir   ,positive,others
meta,41953,ALVIDA JUMMA2019 MUBARAK TO ALL  DUWA KI GUZARISH   ,positive,joy
meta,43996, Sir ye Modi ke name pr vot pada h ap Kabhi ao Yamuna Nagar ki Rajiv garden bank calony me Dekho logo Ka   ,neutral,others
meta,18866, Jyda gyan na pelo Aur democracy ka majak udana band kro Thoda   Dete aur ye baat bolte to thi   ,positive,anger
meta,28950,    KHAN Bhai Ankush khush raho  Ill pray for u  Coz I know Nafrat se kabhi kis   ,positive,joy
meta,36545,Now this i too much ab sare tweet arsal ke support me Jab jiya ka man nhi and wo chai nhi bana sakti yasit ke liy   ,neutral,sadness
meta,2745, jaaz saab ko salo saal ke pending case ko soultion me maza nahi aata  inko to public paise monthly case miljaye ,negative,sadness
meta,38245,   SecretOfPositivity   papaji Dhan dhan satguru tera hi aasra Good morning ji mugje tu ,positive,joy
meta,31302, She is not a bachi piece or maal  She is  Rehmat ,neutral,disgust
meta,11709,   mat  kaho Dil se to nahi ho or wese shakal ka to mjhe pata nahi but aesa kch matter nahi krta  ,neutral,others
meta,20225,thx to every single memer for making our day u guys  amazing  jcb jindabaad   JCBKiKudhayi  JCBkiKhudaai   ,positive,joy
meta,34859,  Nonstop hoga entertainment par kaun dega performance sabse best  Watch out for  SRGMPLilChamps SatSun 9 PM ,neutral,others
meta,42434,  Here  To fir jo Atankwadi uski Jaat musalman q hoti or jo all ready musalman h woh yeh baat q   ,negative,sadness
meta,23986,Tum hume yun bhula na paoge   ,neutral,others
meta,37553,  Soul Tony stark ka dil toh ye leke ghum rha hai ,positive,joy
meta,4443, Gunde saale  Ac hall me baith k Mt bhonk be  YogendraYadav aukat h to Gurgaon k kisi ek bnde ka c   ,negative,anger
meta,37414,Bengal bjp mei tmc ke kuch galat neta apne app ko bachane ko jogdan kar rahe he isse party ka support barne ke baj   ,neutral,others
meta,26700,  I  m actually not that arsed about Liverpool winning it good on themThe Premier League joke still stands they already had m ,positive,others
meta,19318,happy birthday pretty girl thank u for all the good agnes memoriescards soon  HAHAHAHAHA enjoy your day   ,positive,joy
meta,19685,  jan Sharam or haya ki qimat lagwai hai is liay to is kute ko ye seat miliy  Har haqomat k talway chatny wala hai ye,negative,disgust
meta,16219, Sir life ka ek sapna hai kabhe kisi din aap se ek mulakaat kerna log netaaon k fan hote hain mai aap ka    ,neutral,others
meta,14905,     thank you dear Shahrukh for your love and en  ,positive,joy
meta,13262,  mere Bhai yah Shariyath tho pahele se hi india may sirf Muslims ke liyah hai aur rahegi inshallah   ,positive,joy
meta,33719,  BharatThisEid  Bharat  loveuSalman  superb look very handsome   ,positive,joy
meta,30635, or bohat Pakhtono ko Pashtunistaan ka nasha charha howa hai aj kal hosh mein a jao wrna sach ki mar parhe gi is bar,negative,anger
meta,26753,Dhup Aarti Shri Sai Baba Mandir Shirdi 31 May 2019 Baba Bless all with all the happiness of the world Om Sai Ram   ,positive,joy
meta,9677, Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain,positive,sadness
meta,20043, abroad property rakh kr chhupane wal respectfull hota he  Aqam ne Panama  Harami waseem abbasi,negative,anger
meta,27049,   Respected rahul sir dont disappoint you U  a great leader Aap ki soch aap    ,positive,others
meta,19215,  same  did you watch the BET ON ME perf  The choreo is kinda sexy but it fit Shihyun so much,positive,joy
meta,4647,Jay Bajrang Bali   ,positive,joy
meta,41076, Good wala to sahi h thora bt bad ka last ajib h ,neutral,others
meta,4034,  Haramzade hamare tukdo pe palta hai hamein aakh dikhata hai  kutte tu pagal ho gaya   ,negative,anger
meta,25360,  Haaye  Entry ho toh aisi   HeroWaliEntry Best part of todays episode   ShaheerSheikh  YehRishteyHainPyaar ,positive,joy
meta,33442,   SSidhu      IND   Inse na ho payega,negative,others
meta,24139, My 12 year old declared her record of watching Badshah on TV50 timesClaims to be your biggest fanShe do   ,neutral,others
meta,18846, Nahi mut sorry health department sare hospital band karo Sab ko pehle dhar ka gaumutra do Sab bimari    ,negative,sadness
meta,29030,main priyanka prakash modi dada ki poti  main unse kehna chahti hun ki is baar mere dada ye v sapat le ki dahej   ,positive,others
meta,22594,  Its not easy to make it easy  Love u  bhaji Hanji kida lagy movie  ChandigarhAmritsarChandigarh jina ny nh ,positive,joy
meta,12417,  Sir ye election   ko gali nai de rhe Ye govt Employee ko gali de rhe Jo election krata hai,neutral,others
meta,31335, Tu bahut pitega ak din be chutiye  sale teri himmat kaise hui voters ko idiots bolne ki  abe ujde   ,negative,anger
meta,39578, hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji k par   ,neutral,others
meta,36320,    Salman khan   Best fight  scene    movie  See   Instagram photo by   ,positive,others
meta,14490, mderchod bhartye sainik likhta h  hrami aulad hindu hogya bs desh bhakt ho gaya kisi bhi gali teri may   ,negative,anger
meta,7639,  shatram Arey ye meri Didi depressed Ho gyi  Bechari Chlo 5 din me  to band hoga Aur ye tweets kuki mjh    ,neutral,others
meta,37806,  Chalo goiz 1000 followers hogye hain ab mujhy unfollower mt krna warna Allah pochy ga tum logo ko muslmano  Jisko FOllow ba ,neutral,others
meta,27128,  Google isn   your best friend when you  re sick belie walie haiiiiiii,neutral,others
meta,18904,Narendra Damodar Modi ji All the best Vadnagar ke kamalka banshiwala Shubh ho apka e jatra,positive,joy
meta,1681,talented as you  I thank god for creating such a perfect and generous person  I pray that you will   to b    ,neutral,joy
meta,28730,Sach keh raha hai deewana dil dil na kisi se laganaJhoothe hai pyaar ke waade sare jhoothi hai pyaar ki kasme   ,neutral,others
meta,1936,    Odisha   Thanks sir hamara umid ahi he  jai Jagannath swami ,neutral,others
meta,10559,Pubg ni khelta Tiktok use ni krta Suta ni lagata Girlz ko DM ni krta Will this society accept me ,neutral,others
meta,15663, namaskar sir jiMere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka ka   ,positive,others
meta,22673,  Jo bjp ke saath nahi woh atankwadi h aour jo hindu RSS ke saath nahi woh deshdrohi hai aaj kal b   ,negative,sadness
meta,17068, Sabdo ke marham se ye gahra jakham dur nahi hogain bacho aur bachiyo ko bhavbhini sardhanjali aur pari   ,positive,others
meta,16439,   Im sorry i cant say that Tailor ny eid ke kapre kharab kar diye hain ,neutral,others
meta,24809,     Soch h in logo ki ghatiya jo gareebo ko mar rah   ,negative,disgust
meta,12827,  Modi ji e Jiske Paas Zameen haiuse to aap Kisan Samman Nidhi Yojna Diya 6000 salana Dene Ka   ,neutral,others
meta,6161,  Thank you so much Dato inshallah will celebrate the 6th star tonight   ynwa,neutral,joy
meta,20134,   london Join us tomorrow for the opening night of our new exhibition  Networks of Knowledge  showcasing the institute  s Library and ,neutral,others
meta,18960, Tum chutiya hoo gandu cogress  harne wali this sub ko pata tha itne buti tarah haarnegi nahi pata hai lavde,negative,sadness
meta,2018,  Arey bhau iss bar budget kaam hain na  Lonavla se direct goregaon filmcity mein set laga hain ,positive,joy
meta,42965, manniya goyal ji Avdhesh duby ko Jail main dal diya  Kripya Traino main jo tte nd police ne jo loot m   ,negative,others
meta,21441,  o  Saurus I get the intended joke it  s just not funnyNot my sense of humour anyway those crazy kids ,neutral,others
meta,32574, Ah  This is so cute  I love these two ,neutral,joy
meta,617,   Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank the Aashirwad Jai Shree ram,neutral,others
meta,20345,   abhi  voice   kir I proud where Im from love you modi ji finally you make digital india,positive,joy
meta,39591, baten khtam hi ni hoti  to  baat hi ni hoti  wali journey is less hurting than when they ask you to leave for no reason,neutral,others
meta,7613, O hello kaun ho aap What is your identity out side west Bengal Through out the country and in the   ,negative,anger
meta,38713, Pramod tum ko Acharya ki padvi kis ne diGadhe ko acharya nahi Bol sakteTumko to ye ek kissa mal   ,negative,disgust
meta,35265, Bhai Ajay didn   have good last few movies point taken  is doing great with     ,positive,others
meta,15010, sir meri Wife KO 1hafta ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di aur    ,neutral,sadness
meta,34399, Kutty harami namak haramii gooo back to afgan,negative,anger
meta,266,  Mp me govt kamalnath ki h  Wese ek or video viral h jisme aapke shantidut bhai ek dukandar   ,negative,others
meta,16713, Besharam kitna baar tappad kayega  Tumara anti national hindu Muslim dukan bhand hogaya  Bunt    ,negative,disgust
meta,28907, Fake videoAndh bhakts are forced to circulate to increase popularity rate,negative,others
meta,22798,Love the smell of air back at home   Dharan,positive,joy
meta,26042, Hell yeah  Does this mean Pepsi Vanilla is coming back  I miss it so much ,neutral,others
meta,36095, digwijay ji ko to aise hi chunaw me harne ka tension ab dusra bhi tension de gya is sant ne wo ye ki   ,neutral,others
meta,23804,  Shes So Happy   HappyBirthdaySonakshiSinha  ,positive,joy
meta,14239,  airport Vimlesh ji  Yeh Apna vada nahi nibha rahePehle Kaha ki  If u purchase any land will be stamp dut   ,negative,sadness
meta,21196, Ab hamari raksha to bhagvan hi kar sakta hai q ki jahan ka system  sarkar hi aaropiyon ko bacha rah   ,neutral,fear
meta,34663,Congratulations HonPrime Minister  on your victoryWe want ur back n now finally ur back with prachand bhumat ,positive,joy
meta,29280,  Iska toh koi bhi video ya audio dekhna hi nahi hai  bewakoof aadmi hai ye  isne   ,negative,anger
meta,31391,   Wtf are pretty eyes  EYES ARE FUCKING EYESThis video is actually so annoying imagine what other ignorant shit she be s ,negative,anger
meta,37666,12 din baad Iqbal k shaheeno ko Advance eid msg send krne ka Dhora par jna ,neutral,others
meta,14014,Tum apni taraf aane wali takleefon ko apne gunahon ki saza mat samjhna mera Allah bohat mehrban hai Wo badle nahi l   ,positive,others
meta,40785,BC light kat di abhi toh shuru bhi nahi hua match   UCLFinal  delhi Upar se garmi ne alag maar rakhi hai,negative,sadness
meta,20844,   Rahul Gandhi ko Chowkidar Chor hai Ka nara bhut bhari pad gya kuki wo khud bail    ,neutral,others
meta,24005,   Stuffs Salman will   to fuck your chindiwaali filmfare So best of luck to you too mote bhains   ,negative,anger
meta,39372, Ye sajish ho sakti hai bahut badi Ise halke na le  sarkar aur Sena dono  kyu bola usne Aisa isko gira   ,neutral,others
meta,23837,No one better than srk His charm his personality his swag ek yessa hero jiski villain role sbse jayda popular hoti   ,positive,joy
meta,23830, Sir ye oonki aadat may shumaar hbycot se media or deshwasion ko bhi pata chalegaki gandi naali k    ,negative,others
meta,42705, kyu ki ye  MamataBanrjee us ravan ki tarah hai jo apne ap ko hi bhagwan samjhne lgi hai aise logo k   ,negative,anger
meta,39643, TOO WAQIE BOHT BRA HARAAMI HI NAHI BUL K WALDO ZINAA KI PAIDAWAAR HAI  TERI MAAN BHI TANGG TH   ,negative,anger
meta,10743,Congratulations To our Hounarble prime minister shri Narendar damoder dass modi ji  Hum sabi bharat wasi yahi kaman    ,positive,joy
meta,38950, If you give me a free place Ill operate as official weatherman on day on your behalf haha     ,neutral,others
meta,12785,Kesy log ho ap yr log tumhe Pakistan ka mustakbil keh ke phir rhy aur usi Mulk ke bando ko galiya do gy Shame yrr   ,negative,disgust
meta,17244, Agar kisika ke naam se entertainment Karke koi apna pet bharta h to usme burai Nahi h bohot sare com   ,neutral,others
meta,29990,   Rail Mantri ji tatkal WL ticket per charges 75 kyu lagta hai ye sarkari loot band honi chayiye,negative,sadness
meta,25861,Wey ya me vales madres y neta ni siquiera lo intentes,negative,others
meta,33081,  Gaze Movie bnaye gi Modi love Dolly class fifth ki kahaani,neutral,others
meta,16812,Grad Walk at   Kids are very excited to see  and Sam Yeto graduating seniors in the    ,neutral,joy
meta,15664,Is it possible  Sabhi situatiin ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona cha    ,neutral,others
meta,30624, ordinance ko tear karna bhi dictatorship hi thihaar ko maniye aur mahnat karke agay bde nahi to pata nahi phir kya hoga,positive,others
meta,37106, Work hard you will come back strongly Allha has plan for you Inshallha you will rock best wishes for you,positive,joy
meta,20437,P m India shri narendra modi ji ko p m banane par bahut bahut badhai ho k k patel Advocate faizabad mb no 9838789347,positive,joy
meta,18938,      What nonsense pehle Shrenu ko   ,negative,disgust
meta,24194,  Fake love worse than real hate,neutral,others
meta,16052,  Starr In gadho ko batao obama ab president president nahi hai aur usney badhai sandesh bhi nahi bheje,neutral,anger
meta,22350,  Sir me sirf apka hi news channel dekhta ho Because apka channel always sachi news dekhata hai,positive,others
meta,9187, Samay Samay ki baat hi   rathee ab  ModiIsNoDivider  timemagazine ispr kch bolne ki himmat bc    ,neutral,others
meta,23489,  Koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahenge,negative,disgust
meta,6838,   Sparklers MsHoke and MrsKoistinen are retiring  What a blessing they have been to us at SME  Thank you for all you  ve done do ,positive,surprise
meta,32635,tintin  lindsay  freaks n geeks   i LOVE her  would die for her  just so cool  literally minds her own busines   ,neutral,joy
meta,25888, Congress party bhi media balo ko dhamki dete theKhud ka jab government tha,negative,others
meta,30450,  a  mirza kyon matlab English zubaan mein Dua karte Hain unki Dua qabool nahi hoti had Ho gayi hai Allah to un   ,negative,sadness
meta,22605, 30000 se jayada BJP fake WhatsApp and websites advertisers heir karke rakhe hai Hut Modi tujse ye ummid na thi,negative,disgust
meta,3570,  Satpute   Awaaz   ghai    Can we buy at this level,neutral,others
meta,41232, Khan sb ko Modi ne is liay nahee bulaya k agar Khan sb aajayenge tou INDIAN MEDIA modi kochour kar Kha   ,neutral,others
meta,13198,HAPPY BIRTHDAY PFLUKE  I WISH YOU A GOOD HEALTH KHRAB MORE PROJECTS TO COME NA HAVE A LIFE FULL OF BOUNTY MORE   ,positive,joy
meta,15967,Desh mai Karib 20 crore muzlims hai and  ko pure desh mai sirf 12 crore votes mile  matlab wanha bhi vo   ,neutral,others
meta,9323,For me The Best moment was when Prithvi Singh Says  LAUNDA SERIOUS H  Totally loved it   ,positive,joy
meta,10337,i swear this person is my fav walla i  m nothing without her in my life i  m really grateful to have her as my sist   ,positive,joy
meta,9341,Aapne kaam kiya hai isse koi inkar nhi kar sakta lekin Aapko vote isliye nhi diya Kyuki aapne itne galat decisi   ,positive,others
meta,45057,  EXTRA BIGParang pagmamahal ko sakanyaHAHAHA AYIEEEELove you Nay Z   ZsaZsaPadillaDiva2DivaUSTour   ,positive,joy
meta,27797,thoda sa AUKAAT dekh lena chahiye apna    tujhse to  ka kuch ho nahi sakta BCFuc  king   ,negative,anger
meta,8642,   Hume gurav hai ki shreeman pm modi Ji jaisa es new hindsthan ko sab ka sath Sa   ,neutral,joy
meta,9329, Ye Qanoon  eFitrat hai Social System jo Khuda n design kiya is m Mard ko hi agay chalna hai wo dun    ,positive,others
meta,15582,    taseer  Happy birthday to your Shaheed Baba Who spread the message of humanity Being a great human ,neutral,joy
meta,8206,  dramebaaz Yeah they want powerAnyway your msg for the dhongis is perfect ,neutral,others
meta,3197,  Hahahaha  Allah aisey Maulana Sahab Se kaum ki hifazat farmayee  Ye Mudde uthane nahi   ,positive,others
meta,19159, O kutte k bache tum to ho hee hram khoon aur zana ki aulad Tum se Pakistan k topic pe kia debate,negative,anger
meta,1132,  sonu   Bjp ne more than 15 tickets diye the ek ko bhi vote ni diya tum logo ne vote doge cong    ,negative,others
meta,20234,   Am  Mowglu Mere roney se Meri Maa Bahut Khush thi Mere roney se Meri Maa Bahut Khush thi Jab Mai Pa   ,positive,others
meta,38348, Kabhi apne paiso se bhi Saifai me Randi Nachwa dete Toh aisa nahi hota Humesha Sarkari maal udane se    ,negative,anger
meta,25280, Because eid is around the cornerI cant wait to buy pyari pyari   choorian myself ,neutral,joy
meta,24029,   SWARAJ  1     Aap apni bhasa pe sayam rakh   ,neutral,others
meta,591, ab ye btaegaisse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale gaao   ,neutral,others
meta,16289,     Ladkiyan cigarette  peeti hui kitni attractive lagti h,neutral,others
meta,35703,  Chahye  In ka hisab Allah pak khud kry ga inshaAllah  Pehle I thought k Shia are those peop   ,neutral,others
meta,25889,   Va this the spirit anjali Vaise iska hal bhi dhobi ka kutta jaisi hai abhi ye kidar ke bhi nahi rahe,positive,sadness
meta,18276,Aaj ke time me study boht mehengi hoti ja rahi h agar study mehengi ho jayengi to hum jese logh padh nahi payenge,negative,sadness
meta,19112, Isme kaha pata lag raha he ki ye modirss k log he matlab koi hindu kisi musalman ko maare to bjp rss   ,neutral,others
meta,27339,  HAHAHAHA it  s funny  cause it  s true   ,neutral,joy
meta,13890, Great to see you guys back     ,positive,joy
meta,2372,  I just need all the Major all the timeHehe  ,neutral,others
meta,17808, Rehne dijiye Rubika ji bechara bada educated aur knowledgeable lagta h regarding social media ,neutral,others
meta,20315, Tumhari samajh se bahar ki chhez hai  apne ghutno par jyada jor mat dalo and go to kitchen,negative,others
meta,9555, lol modi ke interviews haha dhokebaaz hai modi,negative,disgust
meta,19384,BJP ki 300  seat ane pr agle 7 din GST registration free   Jay MAA bharati   ,positive,joy
meta,41535,E vm zindabad bjp ko koi defeat nahi de sakta chehe jitana bhrastachar karo or murder politics me sb jayaj hai  ,negative,others
meta,14182,  Ahhh this is so nice May Allah grant Salah and Mane everything in the next life ameen As for in this life ya Allah strip th ,positive,joy
meta,29827, Ye jahalat nahi to aur kiya hy masoom bachon ko bhi Adis horahi hy HIV vaba ki shakl akhtiar kar chu    ,neutral,disgust
meta,7703,bakwaaas there is so much love in friendship people forget that  ,neutral,others
meta,20063,Blockbuster series ki waat lagaye ga Iss ko Bahubali 3 me bhi lelo usko bhi flop karwa dega   ,neutral,others
meta,44779,Sir ye log randi aur bharuaa se kam nahi haiYe sale harami log deshdrohi haiMai galat word esiliye nikalta hui   ,negative,anger
meta,28270,   Teri G ku jalri h Tujhe mtlb  Katrina maha fuddu actress hai aur ye admit krle,negative,anger
meta,19200,  by  two  surat me 100 employment hai   by  two even you can mail your resume mil jayegi aapko naukri,neutral,others
meta,2877, But chootiyas like you just keeps increasing  Bakchodi band kar,positive,disgust
meta,8940,     by  two Sindhi se tum saans lene ki hawa nahi chura sakoge  fans to duur ki baat hai,positive,others
meta,3438, sir Aap ki Kadi mehanat say Ye Mukaam Pradesh or Desh ko mila hai pranaam hai aapko Rajeev Mishra Maharaj BJP Uttar Pradesh,positive,joy
meta,14498,Pakistan ke captain ki statement sach saabit ho rhi h pehla hi match buri tarah se haar gyi  Shi kha tha sarfaraj   ,negative,fear
meta,577,  u do things for ppl u adore because u just want toits not a transactionits not give  takeu do because its what u  su ,neutral,others
meta,26081,Tu khelna chodd dega Hum dekhna chodd denge We love uh infinity  MSDyn365  Dhoni  Thala   ,positive,others
meta,13240,   Bea Iske zimmedar wo harami maulana aur algaowadi neta h jo apne bacchon ko foreign mein p   ,negative,anger
meta,39403,  Of  haram khor unlike ur leadersCertified chor,negative,anger
meta,14078, uncle aap ko chutiya bnaya gya h  ye video doctored h  apke modi prem ko dekhte hue  aapko bheja gy   ,negative,others
meta,15839,   WelfareByDSSVolunteers Walking the path of humanity as shown by Saint DrGurmeet Ram Rahim Singh Ji Insan the Dera ,neutral,others
meta,30024,HUYYYYYY Yung crush ko sabi niya sakin  I  m just waiting for you  pota i felt that harrrd,neutral,others
meta,19928,  IA    India  Aapki shahdat ko shat shat Naman vande matram Bharat Mata ki ja   ,positive,others
meta,40753,Chawal log Intahai chawal log Phir aaty hain wo log Jo 1992  WC ki baqwaas kar rahe hain  Ye in logon se   ,neutral,sadness
meta,22514,  Keseringan turun di El Pozo jadinya barbar,neutral,others
